Date,Open,High,Low,Close,Adj Close,Volume
2001-12-25,47745.351563,47745.351563,47745.351563,47745.351563,33765.570313,0
2001-12-26,47745.351563,47745.351563,47745.351563,47745.351563,33765.570313,0
2001-12-27,47745.351563,47745.351563,47745.351563,47745.351563,33765.570313,0
2001-12-28,47745.351563,47745.351563,47745.351563,47745.351563,33765.570313,0
2001-12-31,48723.742188,48723.742188,48723.742188,48723.742188,34457.492188,0
2002-01-01,48723.742188,48723.742188,48723.742188,48723.742188,34457.492188,0
2002-01-02,48723.742188,48723.742188,48723.742188,48723.742188,34457.492188,0
2002-01-03,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-04,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-07,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-08,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-09,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-10,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-11,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-14,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-15,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-16,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-17,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-18,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-21,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-22,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-23,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-24,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-25,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-28,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-29,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-30,50387.000000,50387.000000,50387.000000,50387.000000,35633.757813,0
2002-01-31,57040.042969,57040.042969,57040.042969,57040.042969,40338.785156,0
2002-02-01,57040.042969,57040.042969,57040.042969,57040.042969,40338.785156,0
2002-02-04,57040.042969,57040.042969,57040.042969,57040.042969,40338.785156,0
2002-02-05,57040.042969,57040.042969,57040.042969,57040.042969,40338.785156,0
2002-02-06,57040.042969,57040.042969,57040.042969,57040.042969,40338.785156,0
